model,variant,color,fuel_type,transmission,price,manufacture_date,sale_date,state,mileage,engine_capacity,battery_capacity,charging_time,seating_capacity,ground_clearance,boot_space
Tesla Model X,Plaid,Red Multi-Coat,Electric,Automatic,138422.3,2025-02-25,2025-03-05,Texas,332.1,0,78.6,2.3,7,162.1,808
Tesla Model S,Standard Range,Stealth Grey,Electric,Automatic,83720.56,2025-12-09,2025-12-31,Maryland,398.1,0,93.9,5.2,5,151.3,512
Tesla Model S,Long Range,Pearl White,Electric,Automatic,77522.62,2025-05-13,2025-07-08,Virginia,385.3,0,64.7,0.6,5,149.6,640
Tesla Model Y,Performance,Ultra Red,Electric,Automatic,60015.69,2024-10-09,2024-11-27,Nevada,304.0,0,89.4,1.9,7,144.2,819
Tesla Model Y,Performance,Pearl White,Electric,Automatic,48827.7,2025-11-16,2026-01-14,Arizona,271.5,0,93.2,11.0,7,148.4,570
Tesla Roadster,Long Range,Midnight Silver Metallic,Electric,Automatic,231011.73,2026-03-21,2026-05-13,New York,550.5,0,63.7,11.0,5,159.8,564
Tesla Model 3,Plaid,Stealth Grey,Electric,Automatic,46119.88,2026-03-17,2026-05-30,Massachusetts,269.1,0,97.2,4.5,5,145.0,450
Tesla Model X,Performance,Ultra Red,Electric,Automatic,92067.67,2026-02-17,2026-05-17,New York,331.3,0,97.4,6.9,7,159.7,471
Tesla Model S,Long Range,Midnight Silver Metallic,Electric,Automatic,129228.59,2025-11-29,2026-01-08,Nevada,343.8,0,90.7,5.8,5,151.9,585
Tesla Model S,Standard Range,Deep Blue Metallic,Electric,Automatic,128198.17,2026-03-12,2026-05-03,Nevada,341.0,0,84.1,1.1,5,155.8,631
Tesla Cybertruck,Performance,Solid Black,Electric,Automatic,52119.39,2025-03-27,2025-06-06,Illinois,335.1,0,90.3,0.8,5,169.3,558
Tesla Model X,Plaid,Midnight Silver Metallic,Electric,Automatic,126930.17,2024-03-31,2024-04-20,New York,325.9,0,93.2,10.3,7,154.2,532
Tesla Model X,Long Range,Deep Blue Metallic,Electric,Automatic,137896.84,2026-02-16,2026-05-13,Virginia,343.1,0,78.1,1.0,7,161.7,712
Tesla Model X,Long Range,Midnight Silver Metallic,Electric,Automatic,111345.45,2026-02-02,2026-03-26,Virginia,320.4,0,64.2,3.5,7,161.4,613
Tesla Model Y,Plaid,Ultra Red,Electric,Automatic,55624.23,2024-11-24,2025-02-07,Texas,297.9,0,97.4,2.4,7,162.0,775
Tesla Roadster,Performance,Ultra Red,Electric,Automatic,242190.5,2025-12-16,2026-02-17,Massachusetts,588.8,0,81.2,11.4,5,166.2,602
Tesla Model 3,Long Range,Pearl White,Electric,Automatic,51794.8,2024-08-13,2024-09-25,Florida,322.1,0,63.1,5.6,5,160.0,542
Tesla Cybertruck,Performance,Deep Blue Metallic,Electric,Automatic,78884.54,2024-06-25,2024-09-08,Colorado,274.4,0,98.9,7.4,5,157.5,528
Tesla Cybertruck,Performance,Pearl White,Electric,Automatic,77725.66,2024-03-28,2024-05-30,Washington,342.8,0,69.9,5.6,5,157.1,627
Tesla Model 3,Plaid,Red Multi-Coat,Electric,Automatic,53948.08,2025-07-27,2025-10-25,Illinois,272.7,0,67.2,1.1,5,155.2,559
Tesla Model X,Plaid,Ultra Red,Electric,Automatic,122635.55,2025-08-28,2025-11-23,Colorado,318.3,0,82.6,6.5,7,145.4,803
Tesla Model S,Performance,Stealth Grey,Electric,Automatic,82775.04,2026-02-28,2026-04-29,Texas,344.6,0,61.4,5.1,5,142.7,604
Tesla Cybertruck,Standard Range,Deep Blue Metallic,Electric,Automatic,77399.41,2025-09-23,2025-10-23,New York,356.1,0,99.7,7.6,5,162.4,551
Tesla Roadster,Performance,Pearl White,Electric,Automatic,231072.79,2024-07-16,2024-10-05,Oregon,444.6,0,87.1,8.2,5,144.4,640
Tesla Model 3,Performance,Pearl White,Electric,Automatic,47238.37,2025-01-16,2025-03-14,Illinois,303.6,0,69.7,10.0,5,149.4,468
Tesla Model Y,Long Range,Stealth Grey,Electric,Automatic,48811.38,2025-03-18,2025-05-09,Washington,329.2,0,85.9,9.2,7,148.8,827
Tesla Roadster,Long Range,Red Multi-Coat,Electric,Automatic,200154.66,2025-11-04,2026-01-23,California,452.3,0,88.6,6.4,5,156.7,431
Tesla Roadster,Long Range,Ultra Red,Electric,Automatic,222971.65,2025-06-06,2025-06-24,Maryland,525.4,0,81.6,9.9,5,169.9,491
Tesla Model Y,Standard Range,Deep Blue Metallic,Electric,Automatic,69399.25,2024-07-08,2024-07-09,Maryland,296.0,0,63.8,9.5,7,154.3,431
Tesla Model S,Performance,Red Multi-Coat,Electric,Automatic,105786.67,2025-03-04,2025-04-18,Virginia,331.0,0,73.9,4.3,5,140.7,445
Tesla Model Y,Long Range,Solid Black,Electric,Automatic,57788.76,2025-07-08,2025-08-26,Washington,292.6,0,90.0,1.9,7,154.2,612
Tesla Model Y,Long Range,Pearl White,Electric,Automatic,57603.0,2024-03-26,2024-05-28,Arizona,319.7,0,66.6,8.4,7,141.9,892
Tesla Model 3,Standard Range,Pearl White,Electric,Automatic,46345.45,2024-07-22,2024-09-06,California,305.6,0,81.1,3.7,5,157.0,428
Tesla Model S,Long Range,Solid Black,Electric,Automatic,102634.15,2024-05-28,2024-07-29,Oregon,389.4,0,94.4,6.9,5,140.8,496
Tesla Roadster,Long Range,Stealth Grey,Electric,Automatic,206691.62,2025-09-09,2025-12-01,Connecticut,607.5,0,83.4,5.4,5,154.7,509
Tesla Model S,Standard Range,Midnight Silver Metallic,Electric,Automatic,115672.67,2026-03-01,2026-04-05,Texas,386.3,0,64.3,4.0,5,157.6,457
Tesla Cybertruck,Standard Range,Pearl White,Electric,Automatic,54780.8,2025-11-25,2026-01-29,Arizona,375.2,0,89.4,8.0,5,167.2,482
Tesla Model S,Performance,Ultra Red,Electric,Automatic,84759.03,2025-03-25,2025-04-11,Nevada,393.6,0,82.0,2.3,5,144.0,562
Tesla Model S,Plaid,Stealth Grey,Electric,Automatic,128643.82,2024-11-30,2024-12-06,New York,337.4,0,96.1,11.2,5,163.6,525
Tesla Model Y,Standard Range,Deep Blue Metallic,Electric,Automatic,66104.01,2024-06-21,2024-07-31,Washington,328.9,0,95.0,7.1,7,153.3,491
Tesla Roadster,Plaid,Red Multi-Coat,Electric,Automatic,216032.96,2025-03-10,2025-04-10,Texas,587.9,0,80.1,9.7,5,168.5,463
Tesla Cybertruck,Long Range,Midnight Silver Metallic,Electric,Automatic,62048.15,2025-07-14,2025-07-16,Connecticut,351.4,0,72.5,11.1,5,166.0,521
Tesla Model S,Standard Range,Solid Black,Electric,Automatic,75218.08,2024-04-12,2024-04-21,Colorado,348.1,0,89.7,4.5,5,157.5,528
Tesla Model X,Plaid,Pearl White,Electric,Automatic,111882.76,2025-07-02,2025-09-13,Nevada,309.8,0,80.9,12.0,7,141.4,804
Tesla Model S,Performance,Midnight Silver Metallic,Electric,Automatic,90491.77,2025-06-07,2025-08-31,New Jersey,379.1,0,80.9,10.2,5,160.2,637
Tesla Model X,Plaid,Midnight Silver Metallic,Electric,Automatic,117368.54,2025-03-23,2025-04-23,Connecticut,331.7,0,76.7,2.4,7,164.3,869
Tesla Cybertruck,Standard Range,Red Multi-Coat,Electric,Automatic,72031.69,2025-07-14,2025-07-24,Florida,254.1,0,77.3,2.9,5,157.5,639
Tesla Model Y,Long Range,Solid Black,Electric,Automatic,67996.23,2024-11-01,2024-11-19,Washington,278.8,0,77.4,4.7,7,152.3,760
Tesla Model Y,Plaid,Stealth Grey,Electric,Automatic,63365.48,2024-11-17,2025-01-16,Florida,266.0,0,73.5,2.4,7,142.1,701
Tesla Model S,Standard Range,Ultra Red,Electric,Automatic,88396.94,2025-01-28,2025-04-01,Texas,353.7,0,87.2,2.0,5,155.5,644
Tesla Cybertruck,Plaid,Deep Blue Metallic,Electric,Automatic,61856.54,2025-07-29,2025-10-11,Florida,281.6,0,97.3,4.5,5,168.4,589
Tesla Model S,Performance,Deep Blue Metallic,Electric,Automatic,124258.33,2026-03-12,2026-05-07,New Jersey,368.5,0,73.0,3.3,5,140.8,575
Tesla Model S,Standard Range,Midnight Silver Metallic,Electric,Automatic,96564.73,2025-11-06,2025-12-28,Virginia,358.3,0,85.5,9.6,5,153.9,436
Tesla Model S,Standard Range,Deep Blue Metallic,Electric,Automatic,115167.34,2025-04-05,2025-04-18,Arizona,391.0,0,66.1,4.6,5,141.3,585
Tesla Model S,Plaid,Solid Black,Electric,Automatic,97707.88,2025-10-27,2025-12-22,Washington,353.3,0,98.8,9.6,5,158.0,560
Tesla Model S,Performance,Deep Blue Metallic,Electric,Automatic,105710.86,2025-08-07,2025-09-28,Florida,332.0,0,79.8,4.5,5,146.3,535
Tesla Model S,Plaid,Stealth Grey,Electric,Automatic,77181.37,2025-03-06,2025-03-17,Virginia,389.1,0,95.3,2.0,5,156.0,554
Tesla Cybertruck,Standard Range,Deep Blue Metallic,Electric,Automatic,55307.2,2025-12-03,2026-01-06,Florida,412.2,0,96.0,4.7,5,156.8,440
Tesla Model S,Performance,Stealth Grey,Electric,Automatic,101494.52,2025-05-15,2025-06-22,Oregon,359.1,0,84.0,4.8,5,165.0,560
Tesla Model X,Plaid,Pearl White,Electric,Automatic,96322.96,2026-01-01,2026-03-02,Florida,346.5,0,75.7,10.8,7,166.8,670
Tesla Model 3,Performance,Red Multi-Coat,Electric,Automatic,50322.04,2024-04-14,2024-05-08,Nevada,291.9,0,78.6,12.0,5,140.1,503
Tesla Cybertruck,Standard Range,Stealth Grey,Electric,Automatic,76271.62,2025-12-30,2026-02-12,Maryland,276.3,0,60.9,2.2,5,150.8,564
Tesla Model Y,Plaid,Solid Black,Electric,Automatic,48359.7,2025-01-17,2025-03-09,Nevada,302.2,0,99.3,11.7,7,148.5,600
Tesla Roadster,Performance,Red Multi-Coat,Electric,Automatic,222200.34,2024-09-18,2024-10-29,Oregon,599.6,0,81.2,11.0,5,145.3,531
Tesla Roadster,Plaid,Pearl White,Electric,Automatic,207238.95,2025-04-15,2025-05-13,Virginia,439.3,0,92.7,8.4,5,140.6,579
Tesla Cybertruck,Plaid,Solid Black,Electric,Automatic,55437.09,2025-10-22,2025-11-20,Connecticut,420.5,0,90.4,5.9,5,163.9,593
Tesla Cybertruck,Standard Range,Solid Black,Electric,Automatic,77681.24,2025-08-01,2025-08-05,Illinois,302.2,0,70.6,10.5,5,156.9,444
Tesla Model 3,Long Range,Deep Blue Metallic,Electric,Automatic,43813.53,2024-05-25,2024-06-05,Arizona,282.0,0,82.8,10.3,5,149.3,460
Tesla Cybertruck,Long Range,Red Multi-Coat,Electric,Automatic,61501.52,2024-06-06,2024-08-24,Florida,412.9,0,98.1,3.5,5,163.6,483
Tesla Cybertruck,Performance,Stealth Grey,Electric,Automatic,72851.85,2025-06-26,2025-07-09,Illinois,451.5,0,91.3,11.3,5,156.2,547
Tesla Cybertruck,Plaid,Stealth Grey,Electric,Automatic,50918.73,2026-03-14,2026-05-05,New Jersey,465.2,0,76.1,11.3,5,167.0,537
Tesla Model 3,Standard Range,Red Multi-Coat,Electric,Automatic,50928.99,2025-07-23,2025-09-03,Texas,271.0,0,87.8,2.0,5,140.8,645
Tesla Model S,Performance,Ultra Red,Electric,Automatic,112752.03,2024-05-29,2024-06-13,Connecticut,365.8,0,99.7,11.6,5,140.9,438
Tesla Model 3,Plaid,Pearl White,Electric,Automatic,42195.91,2025-06-02,2025-06-11,Connecticut,284.9,0,69.9,7.3,5,143.9,580
Tesla Cybertruck,Performance,Stealth Grey,Electric,Automatic,78530.95,2025-09-26,2025-11-10,Oregon,408.4,0,90.1,3.7,5,141.4,508
Tesla Roadster,Long Range,Red Multi-Coat,Electric,Automatic,224746.06,2025-03-22,2025-03-29,California,584.9,0,72.4,7.9,5,167.7,435
Tesla Model 3,Standard Range,Midnight Silver Metallic,Electric,Automatic,41586.84,2025-10-31,2025-12-03,Texas,314.4,0,91.5,5.8,5,142.1,624
Tesla Roadster,Standard Range,Deep Blue Metallic,Electric,Automatic,224744.81,2024-11-16,2025-01-04,California,533.3,0,63.2,1.7,5,167.2,558
Tesla Cybertruck,Performance,Pearl White,Electric,Automatic,74542.26,2024-11-15,2024-12-07,Illinois,464.8,0,79.8,3.8,5,150.0,609
Tesla Model X,Performance,Red Multi-Coat,Electric,Automatic,95000.7,2025-09-02,2025-10-17,Massachusetts,332.3,0,76.1,2.2,7,140.5,752
Tesla Model X,Standard Range,Stealth Grey,Electric,Automatic,85836.39,2025-01-06,2025-01-23,Oregon,316.4,0,87.4,2.1,7,158.0,429
Tesla Model 3,Standard Range,Solid Black,Electric,Automatic,52498.57,2025-03-05,2025-05-08,New York,328.2,0,94.4,2.3,5,140.2,535
Tesla Model 3,Plaid,Ultra Red,Electric,Automatic,53177.52,2024-09-07,2024-09-09,Illinois,283.2,0,62.1,1.0,5,154.4,489
Tesla Cybertruck,Long Range,Red Multi-Coat,Electric,Automatic,59243.99,2025-04-01,2025-04-03,Maryland,392.5,0,92.6,9.3,5,169.5,617
Tesla Roadster,Plaid,Red Multi-Coat,Electric,Automatic,211927.0,2025-01-29,2025-03-23,Florida,602.0,0,88.2,1.7,5,154.4,464
Tesla Model Y,Long Range,Midnight Silver Metallic,Electric,Automatic,68283.05,2026-01-14,2026-02-09,Maryland,328.5,0,68.4,7.2,7,164.4,565
Tesla Model S,Plaid,Stealth Grey,Electric,Automatic,89636.35,2025-03-11,2025-03-20,Oregon,373.2,0,78.6,3.9,5,153.8,487
Tesla Model S,Long Range,Ultra Red,Electric,Automatic,93742.53,2025-07-16,2025-09-09,New York,361.2,0,81.4,5.7,5,160.6,520
Tesla Model X,Plaid,Stealth Grey,Electric,Automatic,97030.6,2025-11-11,2025-11-25,Arizona,321.0,0,73.2,3.6,7,149.1,665
Tesla Model X,Long Range,Ultra Red,Electric,Automatic,94360.04,2024-05-20,2024-08-09,Maryland,335.5,0,72.0,3.3,7,156.5,715
Tesla Model S,Plaid,Stealth Grey,Electric,Automatic,107861.88,2024-11-13,2024-12-30,Arizona,392.0,0,88.7,7.2,5,151.4,510
Tesla Model Y,Performance,Red Multi-Coat,Electric,Automatic,61248.19,2025-06-28,2025-08-02,New Jersey,306.0,0,61.1,6.3,7,168.1,459
Tesla Model X,Performance,Midnight Silver Metallic,Electric,Automatic,109904.43,2025-10-26,2025-12-07,Florida,326.7,0,80.6,1.2,7,157.4,454
Tesla Cybertruck,Performance,Solid Black,Electric,Automatic,75838.39,2024-06-08,2024-07-12,Washington,426.4,0,71.6,4.8,5,145.8,449
Tesla Model 3,Long Range,Midnight Silver Metallic,Electric,Automatic,43240.85,2025-10-03,2025-11-12,New Jersey,306.0,0,71.5,2.9,5,167.5,525
Tesla Model Y,Plaid,Midnight Silver Metallic,Electric,Automatic,49969.69,2024-09-09,2024-10-23,Florida,324.8,0,69.9,5.8,7,168.6,525
Tesla Model 3,Performance,Deep Blue Metallic,Electric,Automatic,48520.61,2025-09-16,2025-12-01,Connecticut,314.3,0,98.1,8.8,5,159.5,488
Tesla Roadster,Standard Range,Red Multi-Coat,Electric,Automatic,222969.05,2025-09-02,2025-11-23,Massachusetts,493.3,0,77.2,7.7,5,153.1,593
Tesla Cybertruck,Long Range,Deep Blue Metallic,Electric,Automatic,61033.48,2025-09-22,2025-12-15,Washington,342.3,0,66.8,1.1,5,160.2,531
Tesla Model S,Performance,Deep Blue Metallic,Electric,Automatic,114373.15,2025-07-23,2025-10-03,Connecticut,392.0,0,97.0,9.6,5,146.3,643
Tesla Roadster,Long Range,Ultra Red,Electric,Automatic,220901.5,2025-11-18,2026-02-16,Virginia,591.5,0,75.7,8.1,5,141.1,546
Tesla Roadster,Plaid,Midnight Silver Metallic,Electric,Automatic,213477.34,2024-08-18,2024-08-31,Texas,542.3,0,61.4,7.5,5,140.5,580
Tesla Model X,Plaid,Solid Black,Electric,Automatic,86357.77,2026-01-05,2026-01-20,Massachusetts,347.4,0,86.3,10.2,7,158.8,830
Tesla Model Y,Performance,Deep Blue Metallic,Electric,Automatic,47283.57,2024-06-26,2024-08-20,New Jersey,319.2,0,92.1,9.4,7,163.7,444
Tesla Model X,Standard Range,Pearl White,Electric,Automatic,111217.13,2024-10-08,2024-10-22,California,317.6,0,74.7,7.8,7,144.0,843
Tesla Roadster,Standard Range,Red Multi-Coat,Electric,Automatic,215175.73,2025-11-05,2026-01-04,Connecticut,546.7,0,65.3,7.1,5,161.7,645
Tesla Roadster,Performance,Deep Blue Metallic,Electric,Automatic,244162.15,2024-07-14,2024-08-09,Illinois,458.3,0,66.3,11.5,5,141.7,575
Tesla Model S,Performance,Deep Blue Metallic,Electric,Automatic,118450.98,2025-10-15,2025-11-23,New York,389.9,0,65.4,3.5,5,167.5,579
Tesla Model Y,Plaid,Red Multi-Coat,Electric,Automatic,67565.61,2025-11-20,2026-01-25,Washington,284.6,0,71.8,7.6,7,159.7,821
Tesla Model Y,Standard Range,Pearl White,Electric,Automatic,60608.03,2025-10-27,2026-01-03,New Jersey,296.3,0,60.1,9.7,7,147.9,562
Tesla Model S,Performance,Pearl White,Electric,Automatic,80596.11,2025-11-24,2026-01-31,Arizona,340.7,0,80.7,4.3,5,158.9,547
Tesla Model S,Performance,Solid Black,Electric,Automatic,78197.95,2025-07-21,2025-09-13,Washington,397.5,0,99.5,2.6,5,141.3,549
Tesla Model 3,Standard Range,Pearl White,Electric,Automatic,40313.09,2025-06-30,2025-08-22,Colorado,281.8,0,61.1,4.2,5,151.8,526
Tesla Model S,Standard Range,Midnight Silver Metallic,Electric,Automatic,94136.89,2024-10-20,2024-11-20,California,346.2,0,65.2,3.9,5,141.3,469
Tesla Cybertruck,Standard Range,Red Multi-Coat,Electric,Automatic,73769.71,2025-04-04,2025-05-24,Florida,389.5,0,97.0,3.0,5,152.5,425
Tesla Model X,Standard Range,Midnight Silver Metallic,Electric,Automatic,107958.7,2024-09-26,2024-12-20,Colorado,342.9,0,65.2,10.4,7,158.2,791
Tesla Model X,Long Range,Midnight Silver Metallic,Electric,Automatic,95341.06,2024-12-04,2025-02-15,Nevada,343.4,0,82.1,3.9,7,145.1,567
Tesla Roadster,Standard Range,Solid Black,Electric,Automatic,206983.18,2025-10-05,2025-12-21,Washington,427.4,0,73.3,5.3,5,164.7,522
Tesla Model Y,Performance,Solid Black,Electric,Automatic,62412.99,2025-10-17,2025-12-09,Washington,310.7,0,79.4,1.8,7,161.8,758
Tesla Model 3,Long Range,Red Multi-Coat,Electric,Automatic,48206.36,2025-08-13,2025-09-13,California,281.1,0,88.9,3.4,5,147.4,644
Tesla Model Y,Standard Range,Red Multi-Coat,Electric,Automatic,57251.85,2024-08-17,2024-08-21,Massachusetts,300.7,0,78.6,2.2,7,146.2,746
Tesla Model S,Performance,Stealth Grey,Electric,Automatic,79677.9,2024-07-27,2024-10-12,Maryland,367.6,0,66.5,1.6,5,161.7,548
Tesla Model 3,Performance,Stealth Grey,Electric,Automatic,53220.22,2024-11-24,2024-11-30,Florida,305.9,0,64.1,7.2,5,163.4,450
Tesla Model S,Performance,Midnight Silver Metallic,Electric,Automatic,101791.53,2024-12-21,2025-01-30,Colorado,384.8,0,60.5,2.0,5,150.0,505
Tesla Model 3,Long Range,Stealth Grey,Electric,Automatic,41273.63,2025-10-16,2025-12-30,Oregon,286.1,0,87.5,4.1,5,165.5,640
Tesla Model Y,Long Range,Pearl White,Electric,Automatic,46129.7,2024-04-22,2024-07-17,Washington,301.5,0,77.3,10.3,7,140.6,488
Tesla Model S,Long Range,Solid Black,Electric,Automatic,103105.78,2025-05-30,2025-08-11,New Jersey,341.5,0,73.8,9.5,5,156.7,476
Tesla Cybertruck,Long Range,Solid Black,Electric,Automatic,70972.94,2025-01-01,2025-02-03,Oregon,398.8,0,94.2,1.3,5,149.8,630
Tesla Model X,Long Range,Midnight Silver Metallic,Electric,Automatic,137638.88,2024-12-10,2025-01-23,Maryland,328.4,0,83.0,4.4,7,163.7,859
Tesla Model 3,Long Range,Red Multi-Coat,Electric,Automatic,40550.54,2026-01-06,2026-03-13,California,301.7,0,87.7,7.9,5,157.3,510
Tesla Model 3,Performance,Pearl White,Electric,Automatic,44730.97,2025-12-29,2026-01-06,Connecticut,328.8,0,82.0,5.3,5,147.1,599
Tesla Roadster,Performance,Ultra Red,Electric,Automatic,238981.17,2024-04-28,2024-05-13,California,618.2,0,72.5,9.9,5,149.8,530
Tesla Roadster,Performance,Deep Blue Metallic,Electric,Automatic,227182.92,2025-10-01,2025-12-24,Massachusetts,465.2,0,74.5,7.9,5,169.8,545
Tesla Model 3,Standard Range,Deep Blue Metallic,Electric,Automatic,50586.87,2025-03-26,2025-06-05,Washington,325.9,0,76.2,2.1,5,156.5,445
Tesla Model Y,Plaid,Ultra Red,Electric,Automatic,63393.87,2025-01-29,2025-02-07,Virginia,304.0,0,89.4,6.2,7,158.4,837
Tesla Model X,Performance,Stealth Grey,Electric,Automatic,100009.95,2025-04-21,2025-05-31,Florida,324.7,0,89.0,5.1,7,168.7,672
Tesla Model S,Plaid,Stealth Grey,Electric,Automatic,81717.5,2025-06-05,2025-08-27,Arizona,372.8,0,89.0,11.3,5,166.5,526
Tesla Model Y,Standard Range,Midnight Silver Metallic,Electric,Automatic,53679.55,2024-08-23,2024-10-17,Washington,272.1,0,89.4,0.5,7,160.4,506
Tesla Model 3,Long Range,Pearl White,Electric,Automatic,47628.04,2025-03-27,2025-05-23,Illinois,292.0,0,85.2,8.8,5,142.6,594
Tesla Model 3,Standard Range,Solid Black,Electric,Automatic,41183.38,2024-08-17,2024-11-09,Florida,296.8,0,83.3,6.0,5,147.3,474
Tesla Roadster,Plaid,Midnight Silver Metallic,Electric,Automatic,241204.49,2025-10-03,2026-01-01,Texas,547.0,0,90.0,9.5,5,164.2,556
Tesla Model X,Performance,Midnight Silver Metallic,Electric,Automatic,95457.21,2025-06-17,2025-08-19,Colorado,323.7,0,87.0,4.9,7,142.0,843
Tesla Model X,Performance,Ultra Red,Electric,Automatic,105356.68,2025-06-11,2025-07-22,Maryland,315.3,0,80.9,11.9,7,165.2,472
Tesla Model Y,Plaid,Stealth Grey,Electric,Automatic,51560.76,2025-08-07,2025-09-30,Massachusetts,317.4,0,60.9,12.0,7,155.7,743
Tesla Roadster,Standard Range,Deep Blue Metallic,Electric,Automatic,246279.0,2025-09-19,2025-12-08,Nevada,451.8,0,94.2,11.1,5,160.9,502
Tesla Model 3,Performance,Red Multi-Coat,Electric,Automatic,46927.39,2024-12-14,2025-02-10,Maryland,269.4,0,75.4,5.9,5,144.3,453
Tesla Cybertruck,Long Range,Stealth Grey,Electric,Automatic,57038.42,2025-09-24,2025-11-22,Nevada,370.3,0,70.9,5.3,5,142.0,441
Tesla Roadster,Long Range,Deep Blue Metallic,Electric,Automatic,222821.74,2025-02-14,2025-04-27,Nevada,554.6,0,81.3,3.3,5,162.3,467
Tesla Model X,Performance,Ultra Red,Electric,Automatic,122511.43,2025-03-27,2025-03-30,Florida,334.4,0,70.8,4.4,7,162.7,880
Tesla Cybertruck,Performance,Solid Black,Electric,Automatic,51280.72,2025-11-23,2026-01-08,New Jersey,469.4,0,79.5,3.3,5,152.7,650
Tesla Cybertruck,Long Range,Ultra Red,Electric,Automatic,69118.66,2025-05-10,2025-06-08,Illinois,490.5,0,85.9,6.2,5,166.4,518
Tesla Model S,Long Range,Pearl White,Electric,Automatic,111492.04,2026-02-04,2026-04-25,Colorado,385.3,0,80.1,0.6,5,153.6,612
Tesla Model 3,Standard Range,Midnight Silver Metallic,Electric,Automatic,39974.38,2025-02-12,2025-03-17,New York,296.1,0,84.0,3.7,5,165.4,501
Tesla Roadster,Performance,Red Multi-Coat,Electric,Automatic,222158.37,2025-06-04,2025-08-21,Maryland,514.4,0,81.9,7.1,5,161.3,511
Tesla Cybertruck,Plaid,Ultra Red,Electric,Automatic,78894.86,2026-03-10,2026-04-15,Massachusetts,456.5,0,96.4,3.4,5,156.6,478
Tesla Model S,Standard Range,Deep Blue Metallic,Electric,Automatic,99613.61,2024-11-10,2024-11-28,Nevada,378.4,0,60.7,9.0,5,146.0,628
Tesla Roadster,Plaid,Deep Blue Metallic,Electric,Automatic,210687.51,2025-03-03,2025-04-03,Nevada,535.9,0,77.4,11.6,5,146.6,441
Tesla Roadster,Plaid,Stealth Grey,Electric,Automatic,216723.94,2025-07-10,2025-08-15,New Jersey,471.3,0,64.8,9.2,5,148.7,425
Tesla Model S,Long Range,Stealth Grey,Electric,Automatic,101908.35,2025-09-12,2025-09-17,California,388.3,0,77.4,6.4,5,147.6,625
Tesla Model Y,Performance,Midnight Silver Metallic,Electric,Automatic,46665.52,2025-10-19,2025-12-20,Illinois,286.2,0,65.2,6.7,7,153.4,831
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,45238.6,2024-07-26,2024-08-26,New Jersey,296.2,0,67.1,3.7,7,159.6,606
Tesla Roadster,Standard Range,Stealth Grey,Electric,Automatic,212540.88,2024-07-02,2024-07-03,Illinois,526.8,0,87.6,7.4,5,146.8,444
Tesla Model S,Plaid,Ultra Red,Electric,Automatic,77013.43,2025-06-06,2025-07-04,Washington,386.2,0,73.8,2.1,5,147.6,515
Tesla Cybertruck,Performance,Red Multi-Coat,Electric,Automatic,78363.82,2025-05-29,2025-08-09,Texas,400.7,0,97.1,2.1,5,143.8,571
Tesla Model Y,Performance,Solid Black,Electric,Automatic,58452.4,2026-02-06,2026-02-16,Nevada,288.1,0,91.2,7.5,7,149.3,722
Tesla Roadster,Standard Range,Stealth Grey,Electric,Automatic,245252.44,2024-08-07,2024-09-16,Illinois,496.3,0,67.0,9.4,5,151.5,550
Tesla Model Y,Plaid,Deep Blue Metallic,Electric,Automatic,46340.14,2025-09-12,2025-10-03,New Jersey,263.5,0,69.7,5.7,7,146.6,783
Tesla Model Y,Performance,Deep Blue Metallic,Electric,Automatic,51568.73,2024-07-31,2024-09-30,Arizona,311.2,0,67.9,2.3,7,146.5,900
Tesla Model X,Plaid,Solid Black,Electric,Automatic,119519.14,2025-03-22,2025-03-29,New Jersey,336.4,0,85.2,8.5,7,142.7,532
